Ground Truth File,Predicted File,Mean Total Length Error,Mean Scheduling Order Error
169_results_output.csv,169_results_output.csv,0.2994746408829914,0.308473057584992
79_results_output.csv,79_results_output.csv,0.1740181625834961,0.23537474884870052
87_results_output.csv,87_results_output.csv,0.24786449725458928,0.061825776283526
17_results_output.csv,17_results_output.csv,0.1395075256620187,0.11357612785553625
50_results_output.csv,50_results_output.csv,0.10862749990810372,0.06304946819441073
68_results_output.csv,68_results_output.csv,0.1588518277737463,0.12367066436460575
6_results_output.csv,6_results_output.csv,0.08670197669107546,0.015582592623742416
20_results_output.csv,20_results_output.csv,0.20174355307308142,0.15081446061804082
31_results_output.csv,31_results_output.csv,0.2002371313633426,0.15088846861062868
152_results_output.csv,152_results_output.csv,0.06616677663903173,0.03917744304642531
11_results_output.csv,11_results_output.csv,0.18734473744750793,0.13517418593414804
147_results_output.csv,147_results_output.csv,0.14125983108640586,0.13271645480545524
94_results_output.csv,94_results_output.csv,0.3745371907015292,0.3362754424002945
95_results_output.csv,95_results_output.csv,0.16044206462862412,0.15060585090405737
131_results_output.csv,131_results_output.csv,0.31591346139933474,0.24330706127336682
151_results_output.csv,151_results_output.csv,0.10297752628943116,0.06417341241954384
36_results_output.csv,36_results_output.csv,0.26818418695801954,0.19632910598161807
146_results_output.csv,146_results_output.csv,0.25865094659361476,0.215420576721478
74_results_output.csv,74_results_output.csv,0.17369797605133297,0.05731169313855693
30_results_output.csv,30_results_output.csv,0.05671560242415865,0.052185198792812616
93_results_output.csv,93_results_output.csv,0.12561240279057498,0.12611936572061264
115_results_output.csv,115_results_output.csv,0.40455250107562657,0.3254179961132704
148_results_output.csv,148_results_output.csv,0.2651000558158463,0.21006519567801604
16_results_output.csv,16_results_output.csv,0.11560924986627821,0.11171142392117714
166_results_output.csv,166_results_output.csv,0.3752603984886216,0.34797378270158213
159_results_output.csv,159_results_output.csv,0.26955776317660085,0.24795937442740085
165_results_output.csv,165_results_output.csv,0.13393943581888032,0.13873873748923207
150_results_output.csv,150_results_output.csv,0.09630683063906575,0.02875297051784114
19_results_output.csv,19_results_output.csv,0.14452112418413726,0.12201941352613414
126_results_output.csv,126_results_output.csv,0.3028380030929834,0.24329351352614625
170_results_output.csv,170_results_output.csv,0.20406257055032756,0.11834362987668175
134_results_output.csv,134_results_output.csv,0.21067751915966074,0.1739023548215565
111_results_output.csv,111_results_output.csv,0.2662389332144116,0.2727513462180261
73_results_output.csv,73_results_output.csv,0.14690460502029465,0.13453560036391837
56_results_output.csv,56_results_output.csv,0.2009453780948888,0.18579307130483258
75_results_output.csv,75_results_output.csv,0.20757830973483266,0.11143132110451352
139_results_output.csv,139_results_output.csv,0.13809001218256658,0.16523147202899988
1_results_output.csv,1_results_output.csv,0.1430877642746634,0.13733029325967572
91_results_output.csv,91_results_output.csv,0.13866025700862822,0.14447066210820678
9_results_output.csv,9_results_output.csv,0.11016292388302702,0.06872655850248174
